NMI,ARI,ACC,dataset,backbone,known_cls_ratio,labeled_ratio,cluster_num_factor,logger_file_name,seed,activation,tol,grad_clip,bottom_k_num,top_k_ratio,alpha,beta,bottom_k_ratio
82.12,78.86,88.53,stackoverflow,bert_STPLD,0.75,0.1,1.0,stackoverflow_bert_USNID_2024-10-19-06-08-59,0.0,tanh,0.0005,1.0,,,,,

